K,n_tongues,total_locked,entropy,efficiency,herfindahl,inv_herfindahl,gini_complement
0.37343358395989973,3,0.13,0.9110175397125628,8.033557046979865,0.4319526627218934,2.3150684931506853,0.7435897435897436
0.37593984962406013,3,0.13,0.9110175397125628,7.98,0.4319526627218934,2.3150684931506853,0.7435897435897436
0.37844611528822053,3,0.13375,0.9235446250145474,7.927152317880795,0.42650013101580914,2.34466516485767,0.7507788161993769
0.38095238095238093,3,0.135,0.937462336894758,7.875,0.4202674897119341,2.379436964504284,0.7592592592592593
0.38345864661654133,3,0.135,0.937462336894758,7.8235294117647065,0.4202674897119341,2.379436964504284,0.7592592592592593
0.38596491228070173,3,0.1375,0.9347698978582792,7.772727272727273,0.42148760330578505,2.3725490196078436,0.7575757575757576
0.38847117794486213,3,0.1375,0.9347698978582792,7.72258064516129,0.42148760330578505,2.3725490196078436,0.7575757575757576
0.39097744360902253,3,0.1375,0.9347698978582792,7.673076923076923,0.42148760330578505,2.3725490196078436,0.7575757575757576
0.39348370927318294,3,0.14,0.9321411439038294,7.624203821656051,0.422672193877551,2.3658996605054696,0.7559523809523812
0.39598997493734334,3,0.14,0.9321411439038294,7.575949367088608,0.422672193877551,2.3658996605054696,0.7559523809523812
0.39849624060150374,3,0.14,0.9321411439038294,7.528301886792454,0.422672193877551,2.3658996605054696,0.7559523809523812
0.40100250626566414,3,0.14,0.9321411439038294,7.48125,0.422672193877551,2.3658996605054696,0.7559523809523812
0.40350877192982454,3,0.14250000000000002,0.9295739074961717,7.434782608695652,0.4238227146814404,2.359477124183007,0.7543859649122806
0.40601503759398494,3,0.14250000000000002,0.9295739074961717,7.388888888888889,0.4238227146814404,2.359477124183007,0.7543859649122806
0.40852130325814534,3,0.14250000000000002,0.9295739074961717,7.34355828220859,0.4238227146814404,2.359477124183007,0.7543859649122806
0.41102756892230574,3,0.14500000000000002,0.9270661069126976,7.298780487804878,0.4249405469678953,2.3532703742567334,0.7528735632183909
0.41353383458646614,3,0.14500000000000002,0.9270661069126976,7.254545454545455,0.4249405469678953,2.3532703742567334,0.7528735632183909
0.41604010025062654,3,0.14500000000000002,0.9270661069126976,7.210843373493976,0.4249405469678953,2.3532703742567334,0.7528735632183909
0.41854636591478694,3,0.14750000000000002,0.9246157434581894,7.167664670658683,0.42602700373455893,2.3472690492245456,0.7514124293785311
0.42105263157894735,3,0.15000000000000002,0.9489154358953991,7.125,0.4149999999999999,2.409638554216868,0.7666666666666666
0.42355889724310775,3,0.15000000000000002,0.9489154358953991,7.0828402366863905,0.4149999999999999,2.409638554216868,0.7666666666666666
0.42606516290726815,3,0.15250000000000002,0.946434731839586,7.041176470588236,0.41615157215802195,2.4029706167258644,0.7650273224043718
0.42857142857142855,3,0.15250000000000002,0.946434731839586,7.0,0.41615157215802195,2.4029706167258644,0.7650273224043718
0.43107769423558895,3,0.15250000000000002,0.946434731839586,6.959302325581396,0.41615157215802195,2.4029706167258644,0.7650273224043718
0.43358395989974935,3,0.15500000000000003,0.94400520141316,6.919075144508671,0.4172736732570239,2.396508728179551,0.7634408602150538
0.43609022556390975,3,0.15500000000000003,0.94400520141316,6.879310344827586,0.4172736732570239,2.396508728179551,0.7634408602150538
0.43859649122807015,3,0.15500000000000003,0.94400520141316,6.840000000000001,0.4172736732570239,2.396508728179551,0.7634408602150538
0.44110275689223055,3,0.15749999999999997,0.9416253646451707,6.801136363636364,0.4183673469387756,2.390243902439024,0.7619047619047616
0.44360902255639095,3,0.15749999999999997,0.9416253646451707,6.76271186440678,0.4183673469387756,2.390243902439024,0.7619047619047616
